16	None	193	8	194	None	150	None	185	9	133	None	176	195	199	129	None	188	None	10	None	11	12	None	190	13	None	14	179	None	None	15	
22	23	17	8	20	129	54	198	16	18	34	9	38	245	48	83	76	72	172	10	240	130	11	12	37	13	14	19	68	15	66	21	
8	23	51	9	25	129	17	150	54	19	34	10	16	11	20	36	53	48	18	182	187	130	12	13	190	37	230	77	180	14	15	31	
8	50	26	11	21	23	106	12	27	129	34	156	58	100	16	149	54	56	19	48	36	24	98	13	14	78	109	18	116	15	53	20	
8	53	41	13	24	134	131	14	38	23	35	143	105	64	30	16	60	65	52	100	107	48	188	71	75	98	15	160	102	172	17	22	
8	51	26	182	20	36	254	12	27	141	88	13	44	14	16	97	67	54	126	78	75	25	15	180	107	48	156	160	198	150	112	21	
18	83	52	182	24	171	17	190	23	116	35	8	16	9	20	188	47	48	38	37	107	64	10	11	12	13	14	150	145	15	36	30	
8	113	17	37	21	10	116	189	16	134	35	11	46	38	48	71	70	65	107	147	12	130	163	198	13	142	14	154	68	15	66	20	
